Title,Platforms,Publisher,Genre,Total_Sales,USA_Sales,EUR_Sales,Japan_Sales,Rating,Year
Harvest Moon DS: Island of Happiness,DS,Natsume,Simulation,0.7,0.43,0.01,0.25,2.6,2008
Mobile Suit Gundam: Encounters in Space,PS2,Bandai,Simulation,0.7,0.05,0.04,0.61,2.2,2003
Mobile Suit Gundam: Journey to Jaburo,PS2,Bandai,Simulation,0.7,0.16,0.13,0.36,2.5,2001
Armored Core 3,PS2,Agetec,Simulation,0.7,0.22,0.17,0.23,2.4,2002
Disney Magic World 2,3DS,Nintendo,Simulation,0.6,0.07,0.25,0.23,3.5,2016
Harvest Moon: The Tale of Two Towns,DS,Natsume,Simulation,0.6,0.27,0.06,0.22,2.8,2011
Hometown Story,3DS,Natsume,Simulation,0.5,0.29,0.13,0.04,3.9,2013
Wii Sports,Wii,Nintendo,Sports,82.6,41.36,29.02,3.77,9.6,2006
Wii Fit    Read the review,Wii,Nintendo,Sports,22.7,8.92,8.03,3.6,9.7,2008
FIFA 18,PS4,EA Sports,Sports,11.8,1.27,8.64,0.15,9.7,2017
FIFA 19,PS4,Electronic Arts,Sports,9.2,0.84,6.87,0.1,8.4,2018
FIFA 13,PS3,EA Sports,Sports,8,1.07,5.13,0.13,8,2012
FIFA 14,PS3,EA Sports,Sports,6.6,0.79,4.77,0.07,4.8,2013
Kinect Sports,X360,Microsoft Game Studios,Sports,6.2,3.92,1.73,0.03,5,2010
FIFA 13    Read the review,X360,EA Sports,Sports,5.1,1.1,3.49,0.03,5.6,2012
FIFA Soccer 11    Read the review,PS3,EA Sports,Sports,5.1,0.61,3.28,0.06,3.9,2010
Madden NFL 06,PS2,EA Sports,Sports,4.9,3.98,0.26,0.01,4.1,2005
FIFA 15,PS3,EA Sports,Sports,4.6,0.59,3.25,0.04,3.6,2014
Madden NFL 2005,PS2,EA Sports,Sports,4.5,4.18,0.26,0.01,2.2,2004
Tony Hawk's Pro Skater 3,PS2,Activision,Sports,4.4,2.66,1.29,0.01,2.1,2001
FIFA Soccer 06,PS2,EA Sports,Sports,4.2,0.78,2.55,0.04,3.1,2005
FIFA 14,X360,EA Sports,Sports,4.2,0.94,2.92,0.01,3.4,2013
FIFA 07 Soccer,PS2,EA Sports,Sports,4.1,0.71,2.48,0.03,2.4,2006
Golf,NES,Nintendo,Sports,4,1.22,0.28,2.46,3.8,1985
EA Sports Active,Wii,EA Sports,Sports,3.9,2.11,1.35,0.06,3.8,2009
Sports Champions    Read the review,PS3,Sony Computer Entertainment,Sports,3.9,2.15,1.13,0.1,2.1,2010
Mario & Sonic at the London 2012 Olympic Games    Read the review,Wii,Sega,Sports,3.7,1.12,1.9,0.27,3.3,2011
FIFA Soccer 2005,PS2,EA Sports,Sports,3.7,0.58,2.48,0.04,3.9,2004
Pro Evolution Soccer 2008,PS2,Konami,Sports,3.6,0.05,0,0.64,2.2,2008
NBA 2K17,PS4,2K Sports,Sports,3.5,2.28,0.59,0.03,4,2016
FIFA Soccer 2004,PS2,EA Sports,Sports,3.5,0.59,2.36,0.04,2.5,2003
FIFA 14,PS4,EA Sports,Sports,3.4,0.62,2.18,0.12,2.8,2013
NBA 2K18,PS4,2K Sports,Sports,3.3,2.13,0.57,0.04,2.5,2017
Baseball,NES,Nintendo,Sports,3.2,0.73,0.1,2.35,3.5,1985
Madden NFL 2002,PS2,EA Sports,Sports,3.1,2.5,0.16,0.01,3.7,2001
WWE SmackDown! Shut Your Mouth,PS2,THQ,Sports,3,1.45,1.13,0.07,2.5,2002
World Soccer Winning Eleven 7 International,PS2,Konami,Sports,2.9,0.08,1.24,1.13,2.5,2004
Hot Shots Golf 3,PS2,Sony Computer Entertainment,Sports,2.9,0.99,0.32,1.38,3.1,2002
NBA 2K13,PS3,2K Sports,Sports,2.6,1.74,0.46,0.05,2.3,2012
FIFA Soccer 10    Read the review,X360,EA Sports,Sports,2.6,0.6,1.79,0.01,3.6,2009
Mario Strikers Charged,Wii,Nintendo,Sports,2.6,1.05,1.05,0.24,2.8,2007
Hot Shots Golf,PS,Sony Computer Entertainment,Sports,2.6,0.26,0.17,2.13,3.8,1998
PES 2009: Pro Evolution Soccer,PS2,Konami,Sports,2.5,0.13,0.07,0.26,2.9,2008
Ice Hockey,NES,Nintendo,Sports,2.4,1.27,0.32,0.78,3.1,1988
Tony Hawk's Underground 2,PS2,Activision,Sports,2.4,1.25,0.86,0.01,3.2,2004
Kinect Sports: Season Two    Read the review,X360,Microsoft Studios,Sports,2.3,1.38,0.72,0.02,3.2,2011
Cool Boarders 3,PS,989 Studios,Sports,2.3,1.65,0.46,0.1,2,1998
FIFA Soccer 09,PS2,Electronic Arts,Sports,2.3,0.38,0.07,0.01,4,2008
Cool Boarders 2,PS,Sony Computer Entertainment,Sports,2.2,1.52,0.46,0.2,2.5,1997
Tennis,NES,Nintendo,Sports,2.2,0.48,0.11,1.56,3.4,1985
Volleyball,NES,Nintendo,Sports,2.2,0.14,0.03,1.98,3.2,1987
Golf,GB,Nintendo,Sports,2.1,0.83,0.33,0.92,2.3,1990
Mario Sports Mix    Read the review,Wii,Nintendo,Sports,2.1,0.88,0.45,0.63,3.5,2011
1080Â°: TenEighty Snowboarding,N64,Nintendo,Sports,2,1.25,0.61,0.13,2.1,1998
Tennis,GB,Nintendo,Sports,2,0.75,0.3,0.9,3.8,1989
Soccer,NES,Nintendo,Sports,2,0.18,0.23,1.53,2.1,1987
FIFA Soccer 09,X360,Electronic Arts,Sports,1.9,0.49,1.26,0.01,3,2008
Hot Shots Golf 2,PS,Sony Computer Entertainment,Sports,1.9,0.25,0.12,1.48,3.1,2000
FIFA 2000,PS,EA Sports,Sports,1.9,0.22,1.47,0.04,2.4,1999
NBA 2K11,PS3,2K Sports,Sports,1.8,1.41,0.21,0.03,3.7,2010
Pro Evolution Soccer,PS2,Konami,Sports,1.8,0.06,0.9,0.53,3,2001
Hot Shots Golf Fore!,PS2,Sony Computer Entertainment,Sports,1.7,0.27,0.11,1.34,2.1,2004
FIFA Soccer 10,PS2,EA Sports,Sports,1.7,0.23,0.24,0,2.1,2009
We Ski,Wii,Namco Bandai,Sports,1.7,0.97,0.41,0.14,3.3,2008
Tony Hawk's American Wasteland (Old all region sales),PS2,Activision,Sports,1.6,0.8,0.63,0.01,2.4,2005
Baseball,GB,Nintendo,Sports,1.6,0.66,0.27,0.65,3.2,1989
Mario Hoops 3 on 3,DS,Nintendo,Sports,1.6,0.98,0.04,0.49,2.7,2006
NBA 2K14    Read the review,PS4,2K Sports,Sports,1.5,0.91,0.35,0.01,3.5,2013
Wii Sports,Wii,Nintendo,Sports,82.6,41.36,29.02,3.77,9.9,2006
Wii Fit    Read the review,Wii,Nintendo,Sports,22.7,8.92,8.03,3.6,9.6,2008
FIFA 18,PS4,EA Sports,Sports,11.8,1.27,8.64,0.15,9.6,2017
FIFA 19,PS4,Electronic Arts,Sports,9.2,0.84,6.87,0.1,9,2018
FIFA 13,PS3,EA Sports,Sports,8,1.07,5.13,0.13,7.6,2012
FIFA 14,PS3,EA Sports,Sports,6.6,0.79,4.77,0.07,4.3,2013
Kinect Sports,X360,Microsoft Game Studios,Sports,6.2,3.92,1.73,0.03,4,2010
FIFA 13    Read the review,X360,EA Sports,Sports,5.1,1.1,3.49,0.03,5.6,2012
FIFA Soccer 11    Read the review,PS3,EA Sports,Sports,5.1,0.61,3.28,0.06,3.9,2010
Madden NFL 06,PS2,EA Sports,Sports,4.9,3.98,0.26,0.01,4,2005
FIFA 15,PS3,EA Sports,Sports,4.6,0.59,3.25,0.04,3.3,2014
Madden NFL 2005,PS2,EA Sports,Sports,4.5,4.18,0.26,0.01,3.3,2004
Tony Hawk's Pro Skater 3,PS2,Activision,Sports,4.4,2.66,1.29,0.01,2.1,2001
FIFA Soccer 06,PS2,EA Sports,Sports,4.2,0.78,2.55,0.04,3,2005
FIFA 14,X360,EA Sports,Sports,4.2,0.94,2.92,0.01,4,2013
FIFA 07 Soccer,PS2,EA Sports,Sports,4.1,0.71,2.48,0.03,3.9,2006
Golf,NES,Nintendo,Sports,4,1.22,0.28,2.46,4,1985
EA Sports Active,Wii,EA Sports,Sports,3.9,2.11,1.35,0.06,3.3,2009
Sports Champions    Read the review,PS3,Sony Computer Entertainment,Sports,3.9,2.15,1.13,0.1,3.4,2010
Mario & Sonic at the London 2012 Olympic Games    Read the review,Wii,Sega,Sports,3.7,1.12,1.9,0.27,2.7,2011
FIFA Soccer 2005,PS2,EA Sports,Sports,3.7,0.58,2.48,0.04,3.5,2004
Pro Evolution Soccer 2008,PS2,Konami,Sports,3.6,0.05,0,0.64,3.4,2008
NBA 2K17,PS4,2K Sports,Sports,3.5,2.28,0.59,0.03,2.8,2016
FIFA Soccer 2004,PS2,EA Sports,Sports,3.5,0.59,2.36,0.04,4,2003
FIFA 14,PS4,EA Sports,Sports,3.4,0.62,2.18,0.12,3.4,2013
NBA 2K18,PS4,2K Sports,Sports,3.3,2.13,0.57,0.04,2.5,2017
Baseball,NES,Nintendo,Sports,3.2,0.73,0.1,2.35,3.5,1985
Madden NFL 2002,PS2,EA Sports,Sports,3.1,2.5,0.16,0.01,2.2,2001
WWE SmackDown! Shut Your Mouth,PS2,THQ,Sports,3,1.45,1.13,0.07,2.9,2002
World Soccer Winning Eleven 7 International,PS2,Konami,Sports,2.9,0.08,1.24,1.13,2.8,2004
Hot Shots Golf 3,PS2,Sony Computer Entertainment,Sports,2.9,0.99,0.32,1.38,4,2002
NBA 2K13,PS3,2K Sports,Sports,2.6,1.74,0.46,0.05,3.1,2012
FIFA Soccer 10    Read the review,X360,EA Sports,Sports,2.6,0.6,1.79,0.01,2.7,2009
Mario Strikers Charged,Wii,Nintendo,Sports,2.6,1.05,1.05,0.24,2.5,2007
Hot Shots Golf,PS,Sony Computer Entertainment,Sports,2.6,0.26,0.17,2.13,2.1,1998
PES 2009: Pro Evolution Soccer,PS2,Konami,Sports,2.5,0.13,0.07,0.26,2.7,2008
Ice Hockey,NES,Nintendo,Sports,2.4,1.27,0.32,0.78,3.6,1988
Tony Hawk's Underground 2,PS2,Activision,Sports,2.4,1.25,0.86,0.01,3,2004
Kinect Sports: Season Two    Read the review,X360,Microsoft Studios,Sports,2.3,1.38,0.72,0.02,3.2,2011
Cool Boarders 3,PS,989 Studios,Sports,2.3,1.65,0.46,0.1,2.2,1998
FIFA Soccer 09,PS2,Electronic Arts,Sports,2.3,0.38,0.07,0.01,3.3,2008
Cool Boarders 2,PS,Sony Computer Entertainment,Sports,2.2,1.52,0.46,0.2,2,1997
Tennis,NES,Nintendo,Sports,2.2,0.48,0.11,1.56,3.6,1985
Volleyball,NES,Nintendo,Sports,2.2,0.14,0.03,1.98,3.4,1987
Golf,GB,Nintendo,Sports,2.1,0.83,0.33,0.92,3.9,1990
Mario Sports Mix    Read the review,Wii,Nintendo,Sports,2.1,0.88,0.45,0.63,2.5,2011
1080Â°: TenEighty Snowboarding,N64,Nintendo,Sports,2,1.25,0.61,0.13,3.8,1998
Tennis,GB,Nintendo,Sports,2,0.75,0.3,0.9,3.3,1989
Soccer,NES,Nintendo,Sports,2,0.18,0.23,1.53,3.2,1987
FIFA Soccer 09,X360,Electronic Arts,Sports,1.9,0.49,1.26,0.01,2.8,2008
Hot Shots Golf 2,PS,Sony Computer Entertainment,Sports,1.9,0.25,0.12,1.48,2.1,2000
FIFA 2000,PS,EA Sports,Sports,1.9,0.22,1.47,0.04,3.5,1999
NBA 2K11,PS3,2K Sports,Sports,1.8,1.41,0.21,0.03,2.8,2010
Pro Evolution Soccer,PS2,Konami,Sports,1.8,0.06,0.9,0.53,2.1,2001
Hot Shots Golf Fore!,PS2,Sony Computer Entertainment,Sports,1.7,0.27,0.11,1.34,2.1,2004
FIFA Soccer 10,PS2,EA Sports,Sports,1.7,0.23,0.24,0,3.5,2009
We Ski,Wii,Namco Bandai,Sports,1.7,0.97,0.41,0.14,3.3,2008
Tony Hawk's American Wasteland (Old all region sales),PS2,Activision,Sports,1.6,0.8,0.63,0.01,3.6,2005
Baseball,GB,Nintendo,Sports,1.6,0.66,0.27,0.65,2.8,1989
Mario Hoops 3 on 3,DS,Nintendo,Sports,1.6,0.98,0.04,0.49,3.8,2006
NBA 2K14    Read the review,PS4,2K Sports,Sports,1.5,0.91,0.35,0.01,3.9,2013
Mario Golf: Toadstool Tour,GC,Nintendo,Sports,1.5,1.09,0.15,0.25,2.7,2003
Madden NFL 2001,PS2,EA Sports,Sports,1.5,1.19,0.07,0.05,3.2,2000
Nintendo World Cup,NES,Nintendo,Sports,1.5,0.28,0.5,0.65,2.2,1990
Mario Golf,N64,Nintendo,Sports,1.5,0.62,0.18,0.65,3.9,1999
NBA 2K15,PS3,2K Sports,Sports,1.4,0.89,0.22,0.02,3.2,2014
FIFA Soccer 08,X360,EA Sports,Sports,1.4,0.31,0.89,0.01,4,2007
NBA Live 07,PS2,EA Sports,Sports,1.3,1.07,0.04,0.02,3,2006
Mario Power Tennis,GC,Nintendo,Sports,1.2,0.58,0.16,0.46,2.5,2004
World Soccer Winning Eleven 9 (JP & Others sales),PSP,Konami,Sports,1.2,0.01,0.88,0.31,3.8,2006
Pro Evolution Soccer 2008,Wii,Konami,Sports,1.2,0.09,0.84,0.11,3.4,2008
Mario Tennis,GB,Nintendo,Sports,1.2,0.5,0.18,0.44,3.9,2001
FIFA Soccer 10,PSP,EA Sports,Sports,1.2,0.16,0.68,0.01,2.8,2009
FIFA 18,NS,EA Sports,Sports,1.1,0.35,0.55,0.13,2.1,2017
Skate 2    Read the review,X360,Electronic Arts,Sports,1.1,0.82,0.17,0.01,2.6,2009
Virtua Tennis 3,PS3,Sega,Sports,1,0.23,0.58,0.03,2.1,2007
FIFA Soccer 08,Wii,EA Sports,Sports,1,0.32,0.59,0.01,2.4,2007
Steep,PS4,Ubisoft,Sports,1,0.23,0.6,0.02,3.3,2016
NBA 2K10,X360,2K Sports,Sports,1,0.91,0.02,0,2.1,2009
Mario Tennis Open    Read the review,3DS,Nintendo,Sports,1,0.26,0.33,0.36,3.1,2012
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,Konami,Sports,1,0.08,0.9,0.02,2.8,2007
Pro Evolution Soccer 2008,PSP,Konami,Sports,1,0.02,0.53,0.19,3.7,2008
EA Sports UFC 3,PS4,EA Sports,Sports,1,0.4,0.41,0.01,3.2,2018
SSX    Read the review,PS3,EA Sports,Sports,0.9,0.35,0.42,0.02,2.5,2012
Hot Shots Tennis,PS2,Sony Computer Entertainment,Sports,0.9,0.17,0.13,0.55,2.9,2007
We Ski & Snowboard,Wii,Namco Bandai,Sports,0.9,0.38,0.29,0.15,2.4,2009
Beijing 2008,PS3,Sega,Sports,0.9,0.14,0.54,0.01,2.2,2008
Gold's Gym: Dance Workout,Wii,Ubisoft,Sports,0.9,0.69,0.1,0,3.3,2010
2010 FIFA World Cup South Africa,X360,EA Sports,Sports,0.8,0.32,0.42,0.02,2.3,2010
Skate 2    Read the review,PS3,Electronic Arts,Sports,0.8,0.46,0.25,0.01,2.8,2009
Shaun White Snowboarding    Read the review,X360,Ubisoft,Sports,0.8,0.48,0.25,0,3.2,2008
Pro Evolution Soccer 2010,X360,Konami,Sports,0.8,0.12,0.58,0.03,2.1,2009
Pro Evolution Soccer 2010,PSP,Konami,Sports,0.8,0.09,0.33,0.2,3.8,2009
Personal Trainer: Walking,DS,Nintendo,Sports,0.8,0.22,0.32,0.17,3.6,2009
Pro Evolution Soccer 2017,PS4,Konami Digital Entertainment,Sports,0.8,0.08,0.41,0.18,2.3,2016
FIFA: Road to World Cup 98,PS,EA Sports,Sports,0.7,0.14,0.09,0.46,3.6,1997
NBA Live 09,X360,Electronic Arts,Sports,0.7,0.51,0.14,0,2.4,2008
Skate,X360,Electronic Arts,Sports,0.7,0.62,0.03,0,3.2,2007
Mario & Sonic at the Rio 2016 Olympic Games,3DS,Nintendo,Sports,0.7,0.1,0.29,0.28,3.4,2016
2014 FIFA World Cup Brazil,PS3,EA Sports,Sports,0.7,0.15,0.4,0.01,2.2,2014
Tony Hawk's Project 8,PS3,Activision,Sports,0.6,0.3,0.23,0.01,2.5,2006
Kinect Sports Rivals    Read the review,XOne,Microsoft Studios,Sports,0.6,0.3,0.25,0.02,2.7,2014
Bass Landing,PS,Agetec,Sports,0.6,0.21,0.14,0.23,2.6,2000
NBA 2K9    Read the review,PS3,2K Sports,Sports,0.6,0.56,0,0,2.9,2008
International Superstar Soccer 64,N64,Konami,Sports,0.6,0.09,0.26,0.23,2.2,1997
2002 FIFA World Cup,PS2,EA Sports,Sports,0.6,0.21,0.17,0.16,3.4,2002
Dead or Alive Xtreme Beach Volleyball,XB,Tecmo,Sports,0.6,0.36,0.08,0.14,3.3,2003
Hot Shots Golf: World Invitational,PSV,Sony Computer Entertainment,Sports,0.6,0.15,0.12,0.26,3.3,2012
International Superstar Soccer '98,N64,Konami,Sports,0.6,0.06,0.3,0.19,2.6,1998
Everybody's Golf,PS4,Sony Interactive Entertainment,Sports,0.6,0.12,0.22,0.17,2.9,2017
NBA Live 10,PS3,EA Sports,Sports,0.5,0.46,0.03,0.01,2.9,2009
NBA Live 08,X360,Electronic Arts,Sports,0.5,0.47,0,0,2.9,2007
International Track & Field,PS,Konami,Sports,0.5,0.08,0.05,0.35,2.8,1996
Pro Evolution Soccer 2010,Wii,Konami,Sports,0.5,0.12,0.27,0.06,3.6,2009
FIFA 14,PSV,EA Sports,Sports,0.5,0.08,0.3,0.01,2.2,2013
NBA Street Homecourt,X360,EA Sports,Sports,0.5,0.45,0.01,0,3.1,2007
Pro Evolution Soccer 2019,PS4,Konami,Sports,0.5,0.06,0.23,0.15,2.9,2018
PokÃ©mon Stadium,N64,Nintendo,Strategy,5.4,3.18,1.24,0.94,8.8,2000
PokÃ©mon Trading Card Game,GB,Nintendo,Strategy,3.7,1.49,0.73,1.38,3.8,2000
PokÃ©mon Stadium 2,N64,Nintendo,Strategy,2.7,1.02,0.36,1.13,2.3,2001
Mario + Rabbids: Kingdom Battle    Read the review,NS,Ubisoft,Strategy,2.6,1.1,1.08,0.22,3.2,2017
Pikmin 2,GC,Nintendo,Strategy,1.2,0.48,0.13,0.56,3.9,2004
Zoo Tycoon DS,DS,THQ,Strategy,1,0.86,0.03,0.01,3.1,2005
Kessen,PS2,Electronic Arts,Strategy,1,0.27,0.21,0.41,3.8,2000
Fire Emblem: The Sacred Stones,GBA,Nintendo,Strategy,0.9,0.42,0.16,0.3,2,2005
Metal Gear Ac!d,PSP,Konami,Strategy,0.9,0.32,0.26,0.12,2.3,2005
Tom Clancy's EndWar,PS3,Ubisoft,Strategy,0.7,0.33,0.22,0.01,2.6,2008
New Play Control! Pikmin,Wii,Nintendo,Strategy,0.6,0.28,0.13,0.19,3.3,2009
Theme Park,PS,Electronic Arts,Strategy,0.6,0.24,0.16,0.13,2.2,1995
Front Mission 4,PS2,Square Enix,Strategy,0.5,0.14,0.11,0.25,2.8,2004
R.U.S.E.,PS3,Ubisoft,Strategy,0.5,0.18,0.22,0.02,2.6,2010
PokÃ©mon Stadium,N64,Nintendo,Strategy,5.4,3.18,1.24,0.94,3.6,2000
PokÃ©mon Trading Card Game,GB,Nintendo,Strategy,3.7,1.49,0.73,1.38,3.8,2000
PokÃ©mon Stadium 2,N64,Nintendo,Strategy,2.7,1.02,0.36,1.13,2.5,2001
Mario + Rabbids: Kingdom Battle    Read the review,NS,Ubisoft,Strategy,2.6,1.1,1.08,0.22,2.4,2017
Pikmin 2,GC,Nintendo,Strategy,1.2,0.48,0.13,0.56,3.2,2004
Zoo Tycoon DS,DS,THQ,Strategy,1,0.86,0.03,0.01,2.5,2005
Kessen,PS2,Electronic Arts,Strategy,1,0.27,0.21,0.41,2.1,2000
Fire Emblem: The Sacred Stones,GBA,Nintendo,Strategy,0.9,0.42,0.16,0.3,3.2,2005
Metal Gear Ac!d,PSP,Konami,Strategy,0.9,0.32,0.26,0.12,3.5,2005
Tom Clancy's EndWar,PS3,Ubisoft,Strategy,0.7,0.33,0.22,0.01,2.7,2008
New Play Control! Pikmin,Wii,Nintendo,Strategy,0.6,0.28,0.13,0.19,3.6,2009
Theme Park,PS,Electronic Arts,Strategy,0.6,0.24,0.16,0.13,3.2,1995
Front Mission 4,PS2,Square Enix,Strategy,0.5,0.14,0.11,0.25,3,2004
R.U.S.E.,PS3,Ubisoft,Strategy,0.5,0.18,0.22,0.02,3.7,2010
Grand Theft Auto V    Read the review,PS3,Rockstar Games,Action,20.3,6.37,9.85,0.99,9.6,2013
Grand Theft Auto: Vice City,PS2,Rockstar Games,Action,16.2,8.41,5.49,0.47,9.8,2002
Grand Theft Auto III,PS2,Rockstar Games,Action,13.1,6.99,4.51,0.3,8.1,2001
Grand Theft Auto IV    Read the review,PS3,Rockstar Games,Action,10.6,4.79,3.73,0.44,9.1,2008
Grand Theft Auto V,XOne,Rockstar Games,Action,8.7,4.7,3.25,0.01,8.4,2014
Uncharted 3: Drake's Deception    Read the review,PS3,Sony Computer Entertainment,Action,6.8,2.77,2.81,0.19,8,2011
Red Dead Redemption    Read the review,PS3,Rockstar Games,Action,6.6,2.82,2.58,0.17,4.9,2011
Driver,PS,GT Interactive,Action,6.3,3.11,2.8,0.02,5.9,1999
Metal Gear Solid 2: Sons of Liberty,PS2,Konami,Action,6,2.45,2.01,0.87,6,2001
Metal Gear Solid 4: Guns of the Patriots    Read the review,PS3,Konami,Action,6,2.63,1.72,0.83,4.3,2008
Uncharted: The Nathan Drake Collection,PS4,Sony Computer Entertainment,Action,5.7,2.55,2.11,0.1,2.6,2015
Assassin's Creed II    Read the review,PS3,Ubisoft,Action,5.6,2.54,1.95,0.21,4.3,2009
Batman: Arkham City    Read the review,PS3,Warner Bros. Interactive,Action,5.5,2.72,1.89,0.11,3.7,2011
Resident Evil 5    Read the review,PS3,Capcom,Action,5.1,1.96,1.42,1.08,3.1,2009
Resident Evil,PS,Capcom,Action,5,2.05,1.16,1.11,4.4,1996
Assassin's Creed    Read the review,PS3,Ubisoft,Action,4.8,1.91,2.01,0.09,3.7,2007
Driver 2,PS,Atari,Action,4.7,2.36,2.1,0.02,2.1,2000
The Lord of the Rings: The Two Towers,PS2,Electronic Arts,Action,4.7,1.94,1.95,0.08,3.5,2002
Spider-Man: The Movie,PS2,Activision,Action,4.5,2.71,1.51,0.03,2.3,2002
Batman: Arkham Asylum    Read the review,PS3,Eidos Interactive,Action,4.3,2.26,1.33,0.07,2.2,2009
Metal Gear Solid 3: Snake Eater,PS2,Konami,Action,4.2,1.46,0,0.83,2.1,2004
Batman: Arkham Knight,PS4,Warner Bros. Interactive,Action,4.1,1.65,1.68,0.11,3.7,2015
Assassin's Creed Origins,PS4,Ubisoft,Action,4.1,1.22,2.11,0.11,2.6,2017
Resident Evil Director's Cut,PS,Capcom,Action,3.8,1.82,1.24,0.47,2.3,1997
Resident Evil 3: Nemesis,PS,Capcom,Action,3.7,1.3,0.77,1.54,2.5,1999
Luigi's Mansion,GC,Nintendo,Action,3.6,2.38,0.67,0.46,4,2001
Assassin's Creed: Unity,XOne,Ubisoft,Action,3.6,2.34,0.9,0,3.2,2014
Grand Theft Auto: Liberty City Stories,PS2,Rockstar Games,Action,3.5,1.56,1.4,0.07,3.8,2006
Batman: Arkham Asylum    Read the review,X360,Eidos Interactive,Action,3.5,2.24,0.95,0.02,3.3,2009
LEGO Star Wars: The Video Game,PS2,Eidos Interactive,Action,3.5,1.98,1.14,0.01,2.6,2005
Watch Dogs 2,PS4,Ubisoft,Action,3.4,0.98,1.74,0.12,3,2016
Resident Evil VII: Biohazard    Read the review,PS4,Capcom,Action,3.3,0.88,1.56,0.41,2.7,2017
True Crime: Streets of LA,PS2,Activision,Action,3.3,1.89,1.05,0.02,2.1,2003
Middle-Earth: Shadow of Mordor    Read the review,PS4,Warner Bros. Interactive Entertainment,Action,3.2,1.03,1.6,0.05,2.7,2014
Spider-Man,PS,Activision,Action,3.1,1.7,1.25,0.02,3.8,2000
Saints Row 2,X360,THQ,Action,3.1,1.98,0.79,0.02,2.1,2008
Devil May Cry,PS2,Capcom,Action,3,1.36,0.86,0.64,2.2,2001
Assassin's Creed: Brotherhood    Read the review,PS3,Ubisoft,Action,2.8,1.87,0.57,0.11,2.6,2010
Onimusha: Warlords,PS2,Capcom,Action,2.7,0.99,0.48,1.09,4,2001
Star Wars: Shadows of the Empire,N64,Nintendo,Action,2.6,2,0.5,0.12,3.7,1996
Streets of Rage,GEN,Sega,Action,2.6,1.86,0.55,0.11,2.5,1990
Tomb Raider (2013)    Read the review,PS3,Square Enix,Action,2.5,0.6,1.45,0.08,3.5,2013
Saints Row: The Third,PS3,THQ,Action,2.5,0.86,1.06,0.18,3.5,2011
New Super Luigi U    Read the review,WiiU,Nintendo,Action,2.4,1.25,0.75,0.22,3.1,2013
God of War: Ascension    Read the review,PS3,Sony Computer Entertainment,Action,2.4,1.23,0.72,0.04,2.5,2013
The Incredibles,PS2,THQ,Action,2.4,0.96,1.08,0.04,2.4,2004
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,Ultra Games,Action,2.2,1.74,0.25,0.21,2.3,1990
Devil May Cry 3: Dante's Awakening Special Edition,PS2,Capcom,Action,2.2,1.06,0.82,0.05,2.2,2006
Saints Row,X360,THQ,Action,2.2,1.17,0.77,0.02,2.9,2006
Dynasty Warriors 4,PS2,KOEI,Action,2.1,0.63,0.21,1.13,2.6,2003
Finding Nemo,PS2,THQ,Action,2.1,1.26,0.6,0.05,3.3,2003
Metal Gear Solid: Peace Walker    Read the review,PSP,Konami,Action,2.1,0.46,0.42,0.96,3,2010
Hitman: Absolution,PS3,Square Enix,Action,2.1,0.59,1.08,0.07,3.6,2012
Tom Clancy's Splinter Cell: Conviction    Read the review,X360,Ubisoft,Action,2.1,1.2,0.62,0.04,2.1,2010
Resident Evil 6,X360,Capcom,Action,2,1.12,0.61,0.07,2.3,2012
Lego Marvel Super Heroes,PS3,Warner Bros. Interactive Entertainment,Action,2,0.77,0.85,0.01,2,2013
Lego Marvel Super Heroes    Read the review,PS4,Warner Bros. Interactive Entertainment,Action,1.9,0.59,1,0.01,3.7,2013
inFAMOUS 2    Read the review,PS3,Sony Computer Entertainment,Action,1.9,1.05,0.48,0.08,3.1,2011
Star Wars: The Force Unleashed    Read the review,Wii,LucasArts,Action,1.9,1.11,0.56,0,3.9,2008
Kinect Star Wars    Read the review,X360,Microsoft Studios,Action,1.8,1.05,0.53,0.03,2.2,2012
For Honor,PS4,Ubisoft,Action,1.8,0.73,0.66,0.07,4,2017
Harry Potter and the Sorcerer's Stone,GBA,Electronic Arts,Action,1.7,0.87,0.66,0.08,2.6,2001
Saints Row 2,PS3,THQ,Action,1.7,0.88,0.54,0.02,2.8,2008
Dead Rising 3    Read the review,XOne,Microsoft Studios,Action,1.6,1.06,0.4,0.01,2.7,2013
Just Cause 2    Read the review,X360,Square Enix,Action,1.6,0.59,0.83,0.02,3.2,2010
Final Fight,SNES,Capcom,Action,1.6,0.67,0.17,0.69,2.9,1991
Spider-Man 2: Enter: Electro,PS,Activision,Action,1.6,0.57,0.87,0.02,3.5,2001
Metal Gear Rising: Revengeance    Read the review,PS3,Konami Digital Entertainment,Action,1.5,0.47,0.41,0.44,3.1,2013
Mafia II,PS3,2K Games,Action,1.5,0.5,0.7,0.04,3.9,2010
Dying Light,XOne,Warner Bros. Interactive Entertainment,Action,1.5,1.01,0.31,0.01,3.8,2016
Onimusha 3: Demon Siege,PS2,Capcom,Action,1.4,0.37,0.47,0.54,3.4,2004
Resident Evil,GC,Capcom,Action,1.4,0.63,0.38,0.35,3.6,2002
Grand Theft Auto V    Read the review,PS3,Rockstar Games,Action,20.3,6.37,9.85,0.99,9.1,2013
