Title,Platforms,Publisher,Genre,Total_Sales,USA_Sales,EUR_Sales,Japan_Sales,Rating,Release_Date,Year
Jonah Lomu Rugby Challenge,PC,Sidhe Interactive,Sports,0.04,,0.04,,,13-אוק-11,2011
Rapala Trophies,PSP,Activision,Sports,0.04,0.04,,,,01-ספט-06,2006
Crushed Baseball,GBA,Summitsoft,Sports,0.04,0.03,0.01,,,06-ספט-04,2004
Rugby Challenge 3,PS4,Alternative Software,Sports,0.04,,0.04,,,22nd Apr 16,2016
FIFA Street 2,DS,EA Sports BIG,Sports,0.04,0.04,0,,,28-פבר-06,2006
Riding Stables: The Whitakers present Milton and Friends,3DS,DTP Entertainment,Sports,0.04,,0.04,,,28-אוק-11,2011
Strike Force Bowling,XB,Crave Entertainment,Sports,0.04,0.03,0.01,,,10-מאי-04,2004
MLB 15: The Show,PSV,Sony Computer Entertainment America,Sports,0.04,0.03,,,,31-מרץ-15,2015
FIFA Soccer 2003 (weekly jp sales),PS2,EA Sports,Sports,0.04,,,0.04,,14-נוב-02,2002
Major League Baseball 2K12,PC,Take-Two Interactive,Sports,0.04,0.04,,,,06-מרץ-12,2012
MLB SlugFest 20-04,GC,Midway Games,Sports,0.04,0.03,0.01,,,16-מרץ-03,2003
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,Konami,Sports,0.04,,,0.04,,25-ינו-07,2007
Breeding Stud 2,PS,Konami,Sports,0.04,,,0.04,,30-יול-98,1998
MLB 2K12 / NBA 2K12 Combo Pack,X360,2K Sports,Sports,0.04,0.04,,,,06-מרץ-12,2012
NBA In The Zone '99,N64,Konami,Sports,0.04,0.04,,,,07-אפר-99,1999
Winning Post World 2010,PS3,KOEI,Sports,0.04,,,0.04,,02nd Apr 10,2010
8 to Glory: The Official Game of the PBR,PS4,THQ Nordic,Sports,0.04,0.03,,,,30-אוק-18,2018
Mat Hoffman's Pro BMX 2,GC,Activision,Sports,0.04,0.03,0.01,,,08-אוק-02,2002
NHL Hitz Pro,GC,Midway Games,Sports,0.04,0.03,0.01,,,25-ספט-03,2003
Gummy Bears Mini Golf,Wii,Storm City Games,Sports,0.04,0.04,,,,30-ספט-10,2010
Mike Tyson Boxing,GBA,Ubisoft,Sports,0.04,0.03,0.01,,,06-מרץ-02,2002
Super Black Bass Fishing,DS,Majesco,Sports,0.04,0.04,0,,,28-מרץ-06,2006
Mutant Football League: Dynasty Edition,XOne,Nighthawk Interactive,Sports,0.04,0.03,,,,30-אוק-18,2018
Don Bradman Cricket 14,XOne,Tru Blu Entertainment,Sports,0.04,,0.04,,,01-אפר-15,2015
Winning Post World 8,PSV,Tecmo Koei,Sports,0.04,,,0.04,,27-מרץ-14,2014
Tennis World Tour,PS4,Bigben Interactive,Sports,0.04,0.03,,0.01,,22nd May 18,2018
NHL Blades of Steel 2000,PS,Konami,Sports,0.04,0.02,0.01,,,01-פבר-00,2000
Stoked: Big Air Edition,X360,Destineer,Sports,0.04,0.02,0.02,,,23rd Nov 09,2009
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,Enix,Sports,0.04,,,0.04,,23rd May 02,2002
FIFA World Cup Germany 2006,DS,EA Sports,Sports,0.04,0.03,0,,,24-אפר-06,2006
Jikkyou Powerful Major League,GC,Konami,Sports,0.04,,,0.04,,11-מאי-06,2006
Evolution Skateboarding,GC,Konami,Sports,0.04,0.03,0.01,,,17-נוב-02,2002
Rugby 08,PS2,Electronic Arts,Sports,0.04,0.02,0.01,,,17-יול-07,2007
R.B.I. Baseball 2017,PS4,MLB.com,Sports,0.04,0.03,,,,28-מרץ-17,2017
World Championship Pool 2004,XB,Jaleco,Sports,0.04,0.03,0.01,,,09-דצמ-03,2003
Jikkyou Powerful Major League 2009,Wii,Konami,Sports,0.04,,,0.04,,29-אפר-09,2009
J-League Pro Striker 2,GEN,Sega,Sports,0.04,,,0.04,,15-יול-94,1994
Tennis World Tour,XOne,Bigben Interactive,Sports,0.04,0.03,,,,22nd May 18,2018
RedCard 20-03,XB,Midway Games,Sports,0.03,0.03,0.01,,,24-יונ-02,2002
ESPN NBA 2Night 2002,PS2,Konami,Sports,0.03,0.02,0.01,,,25-פבר-02,2002
Rapala Tournament Fishing!,X360,Activision,Sports,0.03,0.03,0,,,21-נוב-06,2006
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,Konami,Sports,0.03,,,0.03,,20-דצמ-07,2007
Cabela's Outdoor Adventures,GC,Activision,Sports,0.03,0.03,0.01,,,13-ספט-05,2005
Super Dodgeball Brawlers (jp sales),DS,Aksys Games,Sports,0.03,,,0.03,,27-מאי-08,2008
Kevin Van Dam: Big Bass Challenge,Wii,Zoo Games,Sports,0.03,0.03,,,,02nd Nov 10,2010
Rugby League Live 3,X360,Tru Blu Entertainment,Sports,0.03,,0.03,,,24-ספט-15,2015
River King: Mystic Valley (jp sales),DS,Natsume,Sports,0.03,,,0.03,,29-אפר-08,2008
Championship Manager Season 01/02,PC,Unknown,Sports,0.03,,0.03,,,31-דצמ-20,2020
Elf Bowling 1 & 2,GBA,Ignition Entertainment,Sports,0.03,0.02,0.01,,,28-נוב-05,2005
River City Super Sports Challenge,DS,Aksys Games,Sports,0.03,0.01,,0.02,,12-אוק-10,2010
Underground Pool,DS,UFO Interactive,Sports,0.03,0.03,,,,26-ינו-07,2007
Pro Yakyuu Spirits 5 Kanzenban,PS3,Konami,Sports,0.03,,,0.03,,04-דצמ-08,2008
Summer Athletics: The Ultimate Challenge,X360,Crave Entertainment,Sports,0.03,0.02,0.01,,,29-יול-08,2008
Sunny Garcia Surfing,PS2,Ubisoft,Sports,0.03,0.02,0.01,,,22nd Oct 01,2001
Pro Evolution Soccer 2018,X360,Konami Digital Entertainment,Sports,0.03,0.02,0.01,,,12-ספט-17,2017
Go! Go! Hypergrind,GC,Atlus,Sports,0.03,0.02,0.01,,,18-נוב-03,2003
Nettou! Powerful Koushien,DS,Konami,Sports,0.03,,,0.03,,18-מרץ-10,2010
Big Mountain 2000,N64,SouthPeak Interactive,Sports,0.03,0.02,0.01,,,10-אוק-00,2000
Street Jam Basketball,GBA,DSI Games,Sports,0.03,0.02,0.01,,,25-אפר-04,2004
Winning Post 8 2015,PSV,Tecmo Koei,Sports,0.03,,,0.03,,12-מרץ-15,2015
NBA 08,PSP,Sony Computer Entertainment,Sports,0.03,0.03,,,,12-אוק-07,2007
Power Poke Dash,GBA,Konami,Sports,0.03,,,0.03,,23rd Mar 06,2006
Dino Dini's Kick Off Revival,PS4,Avanquest,Sports,0.03,,0.02,,,24-יונ-16,2016
World Sports Competition,PSN,Hudson Soft,Sports,0.03,0.02,,,,07-יונ-11,2011
101-in-1 Sports Party Megamix,Wii,Atlus,Sports,0.03,0.02,0,,,11-ינו-11,2011
Disney Sports Soccer,GBA,Konami,Sports,0.03,0.02,0.01,,,11-נוב-02,2002
Pro Cast Sports Fishing,XB,Capcom,Sports,0.03,0.02,0.01,,,27-אוג-03,2003
Dave Mirra Freestyle BMX 3,GBA,Acclaim Entertainment,Sports,0.03,0.02,0.01,,,26-נוב-02,2002
Rugby League Live,PS3,Home Entertainment Suppliers,Sports,0.03,,0.02,,,02nd Nov 10,2010
NHL 07,XB,EA Sports,Sports,0.03,0.02,0.01,,,12-ספט-06,2006
Archer Maclean Presents: Pool Paradise,GC,Ignition Entertainment,Sports,0.03,0.02,0.01,,,30-יונ-04,2004
Captain Tsubasa J: The Way to World Youth,SNES,Bandai,Sports,0.03,,,0.03,,17-נוב-95,1995
Backyard NFL Football,Wii,Atari,Sports,0.03,0.02,,,,23rd Oct 07,2007
Let's Play Ballerina,Wii,Deep Silver,Sports,0.03,0.02,0,,,08-יונ-10,2010
Pro Yakyuu Family Stadium,Wii,Namco Bandai,Sports,0.03,,,0.03,,01-מאי-08,2008
Bode Miller Alpine Skiing,PS2,Valcon Games,Sports,0.03,0.01,0.01,,,06-פבר-06,2006
Rugby League Live 3,PS4,Tru Blu Entertainment,Sports,0.02,,0.02,,,17-ספט-15,2015
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,Konami,Sports,0.02,,,0.02,,15-דצמ-05,2005
NBA Starting Five,XB,Konami,Sports,0.02,0.02,0.01,,,28-אוק-02,2002
AMF Xtreme Bowling,PS2,Mud Duck Productions,Sports,0.02,0.01,0.01,,,13-יונ-06,2006
Backyard NFL Football,DS,Atari,Sports,0.02,0.02,,,,23rd Oct 07,2007
Bottom of the 9th '97,PS,Konami,Sports,0.02,0.01,0.01,,,01-יונ-97,1997
Rapala for Kinect,X360,Activision,Sports,0.02,,0.02,,,15-נוב-11,2011
Rugby League Live 4,XOne,Tru Blu Entertainment,Sports,0.02,,0.02,,,28-יול-17,2017
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,Bandai,Sports,0.02,,,0.02,,23rd May 02,2002
Rugby League Team Manager 2015,PC,Alternative Software,Sports,0.02,,0.02,,,19-יונ-15,2015
NFL Blitz Pro,GC,Midway Games,Sports,0.02,0.02,0,,,02nd Dec 03,2003
Triple Crown Championship Snowboarding,Wii,Destineer,Sports,0.02,0.02,,,,16-פבר-10,2010
Tennis no Oji-Sama: Driving Smash! Side King,DS,Konami,Sports,0.02,,,0.02,,24-ינו-08,2008
Pebble Beach Golf Links,SAT,Sega,Sports,0.02,,,0.02,,01-ינו-95,1995
8 to Glory: The Official Game of the PBR,XOne,THQ Nordic,Sports,0.02,0.02,,,,30-אוק-18,2018
Wakeboarding Unleashed Featuring Shaun Murray,GBA,Aspyr,Sports,0.02,0.01,0.01,,,10-נוב-03,2003
Polar Bowler,DS,Mumbo Jumbo,Sports,0.02,0.02,,,,07-אוק-08,2008
Super Bowling,N64,UFO Interactive,Sports,0.02,0.02,,,,15-ינו-01,2001
PDC World Championship Darts: Pro Tour,X360,O-Games,Sports,0.02,,0.02,,,26-נוב-10,2010
Winning Post 7: Maximum 2007,PS2,KOEI,Sports,0.02,,,0.02,,29-מרץ-07,2007
Ten Pin Alley 2,Wii,XS Games,Sports,0.02,0.02,,,,22nd Oct 08,2008
Adidas Power Soccer 98,PS,Psygnosis,Sports,0.02,0.01,0.01,,,30-יונ-98,1998
Winning Post 8 2018,PS4,Koei Tecmo,Sports,0.02,,,0.02,,15-מרץ-18,2018
Worldwide Soccer Manager 2007,PC,Sega,Sports,0.02,,0.02,,,01-אוק-06,2006
Crayola Scoot,PS4,Outright Games,Sports,0.02,0.01,,,,16-אוק-18,2018
Casper's Scare School: Spooky Sports Day,DS,Crave Entertainment,Sports,0.02,0.02,0,,,19-אוק-10,2010
Elf Bowling 1 & 2,DS,Ignition Entertainment,Sports,0.02,0.02,,,,01-דצמ-05,2005
ESPN NFL Primetime 2002,XB,Konami,Sports,0.02,0.01,0,,,22nd Jan 02,2002
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,DSI Games,Sports,0.02,0.02,,,,06-מרץ-07,2007
The Hustle: Detroit Streets,XB,Activision,Sports,0.02,0.01,0,,,26-אפר-06,2006
Disney Sports Basketball,GBA,Konami,Sports,0.02,0.01,0,,,23rd Nov 02,2002
Disney Sports Football,GC,Konami,Sports,0.02,0.01,0,,,08-דצמ-02,2002
Canada Hunt,Wii,Virtual Play Games,Sports,0.02,0.02,,,,18-מאי-10,2010
Tennis World Tour,NS,Bigben Interactive,Sports,0.02,0.02,,,,10-יול-18,2018
Summer Challenge: Athletics Tournament,Wii,PQube,Sports,0.02,,0.02,,,02nd Sep 11,2011
Chou!! Super Nep League DS,DS,Jaleco,Sports,0.02,,,0.02,,04-דצמ-08,2008
Davis Cup Tennis,GBA,Ubisoft,Sports,0.02,0.01,0,,,14-אוק-02,2002
Winning Post 7: Maximum 2007,PS3,KOEI,Sports,0.02,,,0.02,,29-מרץ-07,2007
Rugby World Cup 2015,PSV,Big Ben Interactive,Sports,0.02,,0.01,,,04-ספט-15,2015
Football Academy,DS,EA Sports,Sports,0.02,,0.01,,,20-מרץ-09,2009
Football Manager 2007,X360,Sega,Sports,0.02,,0.01,,,01-דצמ-06,2006
Worldwide Soccer Manager 2006,PC,Sega,Sports,0.01,,0.01,,,01-ינו-05,2005
Winter Sports 3: The Great Tournament,X360,Zoo Games,Sports,0.01,,0.01,,,29-מרץ-11,2011
NHL 16,PS3,EA Sports,Sports,0.01,,0.01,,,15-ספט-15,2015
Winning Post 7 Maximum 2008,PS2,KOEI,Sports,0.01,,,0.01,,13-מרץ-08,2008
Pro Angler Moves,PS3,Unknown,Sports,0.01,0.01,,,,03rd Apr 12,2012
UEFA Champions League 2006-2007,PSP,EA Sports,Sports,0.01,0.01,0,,,20-מרץ-07,2007
PDC World Championship Darts 2009,Wii,Oxygen Interactive,Sports,0.01,,0.01,,,29-מאי-09,2009
WTA Tour Tennis,XB,Konami,Sports,0.01,0.01,0,,,24-ספט-02,2002
Virtua Tennis 3,PC,Sega,Sports,0.01,,0.01,,,30-מרץ-07,2007
Victory Spike,PS,Imagineer,Sports,0.01,,,0.01,,07-יונ-96,1996
PDC World Championship Darts 2008,PSP,Unknown,Sports,0.01,0.01,0,,,,
Pro Evolution Soccer 2018,PC,Konami Digital Entertainment,Sports,0.01,,0.01,,,12-ספט-17,2017
Championship Manager 2010,PC,Eidos Interactive,Sports,0.01,,0.01,,,11-ספט-09,2009
John Daly's ProStroke Golf,X360,O-Games,Sports,0.01,0.01,,,,19-אוק-10,2010
Rugby World Cup 2015,PC,Big Ben Interactive,Sports,0.01,,0.01,,,04-ספט-15,2015
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,Konami,Sports,0.01,,,0.01,,26-מרץ-09,2009
Tour de France 2014,PS3,Focus Home Interactive,Sports,0.01,,0.01,,,20-יונ-14,2014
G1 Jockey 4 2007,PS2,KOEI,Sports,0.01,,,0.01,,01-נוב-07,2007
Outdoors Unleashed: Alaska 3D,3DS,Mastiff,Sports,0.01,0.01,,,,13-דצמ-11,2011
Razor Freestyle Scooter,GBA,Crave Entertainment,Sports,0.01,0.01,0,,,14-נוב-01,2001
Rugby Challenge 3,XOne,Alternative Software,Sports,0.01,,0.01,,,22nd Apr 16,2016
WSC REAL 09: World Snooker Championship,PS3,Deep Silver,Sports,0.01,,0.01,,,03rd Apr 09,2009
Winning Post 8 2018,PSV,Koei Tecmo,Sports,0.01,,,0.01,,15-מרץ-18,2018
G1 Jockey 4 2008,PS3,KOEI,Sports,0.01,,0,0,,26-ספט-08,2008
LMA Manager 2007,X360,Codemasters,Sports,0.01,,0.01,,,22nd Sep 06,2006
Mezase!! Tsuri Master DS,DS,Hudson Soft,Sports,0.01,,,0.01,,23rd Apr 09,2009
Legendary Fishing,NS,Ubisoft,Sports,0.01,0.01,,0,,18-ספט-18,2018
All-Star Slammin' D-Ball,PS,Electronic Arts,Sports,0.01,0.01,0,,,25-אוק-01,2001
WSC REAL 09: World Snooker Championship,X360,Deep Silver,Sports,0.01,,0.01,,,03rd Apr 09,2009
Pro Evolution Soccer 2008,PC,Konami,Sports,0.01,,0.01,,,26-אוק-07,2007
Mark Davis Pro Bass Challenge,GC,Natsume,Sports,0.01,0.01,0,,,20-ספט-05,2005
Gravity Games Bike: Street Vert Dirt,XB,Midway Games,Sports,0.01,0.01,0,,,04-ספט-02,2002
Handball 16,PC,Bigben Interactive,Sports,0.01,,0.01,,,27-נוב-15,2015
Hanshin Tigers DS,DS,Spike,Sports,0.01,,,0.01,,28-אוג-08,2008
MX vs. ATV Supercross Encore,PC,Nordic Games,Sports,0.01,,0.01,,,27-אוק-15,2015
WTA Tour Tennis,GC,Konami,Sports,0.01,0.01,0,,,24-ספט-02,2002
World Snooker Challenge 2005,PSP,Sega,Sports,0.01,,0.01,,,01-ספט-05,2005
Pro Evolution Soccer 2008,DS,Konami,Sports,0.01,0.01,0,,,11-מרץ-08,2008
Winning Post World 2010,Wii,KOEI,Sports,0.01,,,0.01,,02nd Apr 10,2010
Kidz Sports International Soccer,Wii,Bold Games,Sports,0.01,0.01,,,,21-אוק-08,2008
PDC World Championship Darts 2008,PC,Unknown,Sports,0.01,,0.01,,,01-ינו-70,1970
PES 2009: Pro Evolution Soccer,PC,Konami,Sports,0.01,,0.01,,,17-אוק-08,2008
Free Running,PSP,Unknown,Sports,0.01,,0.01,,,,
Koukou Yakyuu Dou DS,DS,Spike,Sports,0.01,,,0.01,,23rd Jul 09,2009
Blood Bowl,PSP,Focus Home Interactive,Sports,0.01,,0.01,,,13-אפר-10,2010
Kidz Sports: Basketball,Wii,Bold Games,Sports,0.01,0.01,,,,14-ינו-08,2008
Disney Sports Basketball,GC,Konami,Sports,0.01,0.01,0,,,13-ינו-03,2003
NBA 2K10,PC,2K Sports,Sports,0.01,,0.01,,,12-אוק-09,2009
Professional Fisherman's Tour: Big Bass Open,3DS,UFO Interactive,Sports,0.01,0.01,,,,11-אוק-11,2011
PDC World Championship Darts 2008,X360,Unknown,Sports,0.01,,0.01,,,,
Pro Golfer Saru,Wii,Namco Bandai,Sports,0.01,,,0.01,,23rd Oct 08,2008
Aggressive Inline,GBA,Acclaim Entertainment,Sports,0.01,0,0,,,27-אוג-02,2002
Top Spin 2,GBA,2K Sports,Sports,0.01,0,0,,,29-מרץ-06,2006
Kidz Sports: Ice Hockey,Wii,Bold Games,Sports,0.01,0,0,,,14-ינו-08,2008
Fantastic Football Fan Party,Wii,DTP Entertainment,Sports,0.01,,0,,,04-יונ-10,2010
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
PokÃ©mon Stadium,N64,Nintendo,Strategy,5.45,3.18,1.24,0.94,,06-מרץ-00,2000
StarCraft II: Wings of Liberty    Read the review,PC,Blizzard Entertainment,Strategy,4.86,2.6,1.7,,8.9,27-יול-10,2010
PokÃ©mon Trading Card Game,GB,Nintendo,Strategy,3.7,1.49,0.73,1.38,,10-אפר-00,2000
PokÃ©mon Stadium 2,N64,Nintendo,Strategy,2.73,1.02,0.36,1.13,,28-מרץ-01,2001
Mario + Rabbids: Kingdom Battle    Read the review,NS,Ubisoft,Strategy,2.59,1.1,1.08,0.22,,29-אוג-17,2017
Sim Theme Park,PC,Electronic Arts,Strategy,2.08,2.04,0.04,,,31-אוק-99,1999
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,Konami,Strategy,2.07,1.64,0.36,,,15-אוק-02,2002
StarCraft II: Heart of the Swarm,PC,Blizzard Entertainment,Strategy,1.67,0.85,0.68,,,12-מרץ-13,2013
Yu-Gi-Oh! Duel Monsters,GB,Konami,Strategy,1.61,,,1.61,,16-דצמ-98,1998
Warcraft III: The Frozen Throne,PC,Blizzard Entertainment,Strategy,1.54,0.58,0.87,,,01-יול-03,2003
Anno 2070,PC,Ubisoft,Strategy,1.4,,1.14,,,17-נוב-11,2011
Command & Conquer: Red Alert 2,PC,Electronic Arts,Strategy,1.34,1.32,0.02,,,21-אוק-00,2000
RollerCoaster Tycoon 2,PC,Atari,Strategy,1.25,1.19,0.06,,,15-אוק-02,2002
Pikmin 2,GC,Nintendo,Strategy,1.2,0.48,0.13,0.56,,30-אוג-04,2004
Plants vs. Zombies    Read the review,DS,PopCap Games,Strategy,1.11,0.9,0.13,,8.3,18-ינו-11,2011
Empire: Total War,PC,Sega,Strategy,1.07,0.01,0.98,,,03rd Mar 09,2009
Zoo Tycoon DS,DS,THQ,Strategy,0.98,0.86,0.03,0.01,,11-אוק-05,2005
Kessen,PS2,Electronic Arts,Strategy,0.95,0.27,0.21,0.41,,13-נוב-00,2000
Fire Emblem: The Sacred Stones,GBA,Nintendo,Strategy,0.89,0.42,0.16,0.3,,23rd May 05,2005
Metal Gear Ac!d,PSP,Konami,Strategy,0.87,0.32,0.26,0.12,,22nd Mar 05,2005
Battle of Giants: Dinosaurs,DS,Ubisoft,Strategy,0.81,0.37,0.35,,,21-אוק-08,2008
Invizimals,PSP,Sony Computer Entertainment,Strategy,0.79,0.17,0.51,,,12-אוק-10,2010
Battle Stations,PS,Electronic Arts,Strategy,0.78,0.43,0.29,,,31-מרץ-97,1997
Full Spectrum Warrior,XB,THQ,Strategy,0.73,0.54,0.16,,,01-יונ-04,2004
SD Gundam G Generation,PS,Bandai,Strategy,0.72,,,0.67,,06-אוג-98,1998
Command & Conquer: Red Alert Retaliation,PS,Virgin Interactive,Strategy,0.7,0.39,0.27,,,28-אוג-98,1998
Fire Emblem: Monshou no Nazo,SNES,Nintendo,Strategy,0.7,,,0.7,,21-ינו-94,1994
Tom Clancy's EndWar,PS3,Ubisoft,Strategy,0.67,0.33,0.22,0.01,,04-נוב-08,2008
Command & Conquer: Red Alert 3,PC,Electronic Arts,Strategy,0.66,0.01,0.64,,,28-אוק-08,2008
Advance Wars 2: Black Hole Rising,GBA,Nintendo,Strategy,0.65,0.47,0.17,,,24-יונ-03,2003
New Play Control! Pikmin,Wii,Nintendo,Strategy,0.64,0.28,0.13,0.19,,09-מרץ-09,2009
Nobunaga no Yabou: Haouden,SNES,KOEI,Strategy,0.62,0.3,,0.32,,09-דצמ-93,1993
Super Robot Taisen Î± Gaiden,PS,Banpresto,Strategy,0.62,,,0.58,,29-מרץ-01,2001
Advance Wars: Days of Ruin    Read the review,DS,Nintendo,Strategy,0.61,0.43,0.13,,8.7,21-ינו-08,2008
Shogun 2: Total War,PC,Sega,Strategy,0.6,0.19,0.32,,,15-מרץ-11,2011
Dai-2-Ji Super Robot Taisen Î±,PS2,Banpresto,Strategy,0.6,,,0.6,,27-מרץ-03,2003
XCOM: Enemy Unknown,PS3,2K Games,Strategy,0.59,0.25,0.24,,,09-אוק-12,2012
Theme Park,PS,Electronic Arts,Strategy,0.57,0.24,0.16,0.13,,01-ינו-95,1995
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,PS,Bandai,Strategy,0.57,,,0.54,,10-פבר-00,2000
Yu-Gi-Oh! Reshef of Destruction,GBA,Konami,Strategy,0.56,0.4,0.15,,,29-יונ-04,2004
SD Gundam G Generation Zero,PS,Bandai,Strategy,0.55,,,0.51,,12-אוג-99,1999
Front Mission 4,PS2,Square Enix,Strategy,0.54,0.14,0.11,0.25,,15-יונ-04,2004
Front Mission 2,PS,Square,Strategy,0.53,,,0.49,,25-ספט-97,1997
Halo Wars 2    Read the review,XOne,Microsoft Studios,Strategy,0.51,0.31,0.15,,,21-פבר-17,2017
R.U.S.E.,PS3,Ubisoft,Strategy,0.5,0.18,0.22,0.02,,07-ספט-10,2010
Super Robot Taisen Z,PS2,Namco Bandai,Strategy,0.5,,,0.5,,25-ספט-08,2008
Theme Park Roller Coaster,PS2,Electronic Arts,Strategy,0.48,0.23,0.18,,,04-דצמ-00,2000
Kessen II,PS2,KOEI,Strategy,0.46,0.13,0.1,0.2,,26-ספט-01,2001
Worms: Open Warfare 2,PSP,THQ,Strategy,0.45,0.04,0.27,,,04-ספט-07,2007
Super Robot Taisen OG: Original Generations,PS2,Banpresto,Strategy,0.44,,,0.44,,28-יונ-07,2007
Sid Meier's Civilization VI,PC,2K Games,Strategy,0.44,0.12,0.29,,,21-אוק-16,2016
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,Banpresto,Strategy,0.42,,,0.42,,14-אפר-11,2011
Thrillville: Off the Rails,PS2,LucasArts,Strategy,0.42,0.2,0.16,,,09-אוק-07,2007
Command & Conquer: Red Alert,PS,Westwood Studios,Strategy,0.41,0.23,0.16,,,31-אוק-97,1997
Battalion Wars,GC,Nintendo,Strategy,0.4,0.25,0.07,0.07,,19-ספט-05,2005
SD Gundam G Generation Seed,PS2,Bandai,Strategy,0.4,,,0.4,,19-פבר-04,2004
Advance Wars: Dual Strike,DS,Nintendo,Strategy,0.39,0.3,0.03,0.04,,22nd Aug 05,2005
Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,PS2,Bandai,Strategy,0.38,,,0.38,,02nd May 02,2002
Risk: Global Domination,PS2,Atari,Strategy,0.38,0.19,0.15,,,05-נוב-03,2003
Age of Empires III,PC,Microsoft Game Studios,Strategy,0.37,,0.33,,,18-אוק-05,2005
Mini-Yonku GB: Let's & Go!!,GB,ASCII Entertainment,Strategy,0.37,,,0.37,,23rd May 97,1997
Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,Namco Bandai Games,Strategy,0.36,,,0.36,,05-אפר-12,2012
Worms: Open Warfare 2,DS,THQ,Strategy,0.35,0.07,0.24,,,04-ספט-07,2007
Tropico 4,X360,Kalypso,Strategy,0.35,0.2,0.12,,,18-אוק-11,2011
SD Gundam G Generation World,PSP,Namco Bandai,Strategy,0.34,,,0.34,,24-פבר-11,2011
Supreme Commander 2,X360,Square Enix,Strategy,0.34,0.23,0.09,,,16-מרץ-10,2010
Tom Clancy's Ghost Recon: Shadow Wars,3DS,Ubisoft,Strategy,0.34,0.22,0.1,,,22nd Mar 11,2011
Kidou Senshi Gundam F91: Formula Senki 0122,SNES,Bandai,Strategy,0.33,,,0.33,,06-יול-91,1991
Battlestations: Pacific,X360,Eidos Interactive,Strategy,0.32,0.17,0.11,0.01,,12-מאי-09,2009
Shin Super Robot Taisen Special Disk,PS,Banpresto,Strategy,0.32,,,0.3,,28-מרץ-97,1997
Romance of the Three Kingdoms VII,PS2,KOEI,Strategy,0.32,0.08,0.06,0.16,,25-יונ-02,2002
Yu-Gi-Oh! The Dawn of Destiny,XB,Konami,Strategy,0.31,0.23,0.07,,,23rd Mar 04,2004
Super Robot Taisen Complete Box,PS,Banpresto,Strategy,0.31,,,0.29,,10-יונ-99,1999
Lord of the Rings: Battle for Middle-Earth,X360,Electronic Arts,Strategy,0.31,0.28,,,,05-יול-06,2006
SD Gundam G Generation: Overworld,PSP,Namco Bandai Games,Strategy,0.31,,,0.31,,27-ספט-12,2012
The Settlers 7: Paths to a Kingdom,PC,Ubisoft,Strategy,0.31,,0.27,,,23rd Mar 10,2010
Super Robot Taisen OG: Original Generations Gaiden,PS2,Banpresto,Strategy,0.3,,,0.3,,27-דצמ-07,2007
Invizimals: Shadow Zone,PSP,Sony Computer Entertainment,Strategy,0.3,0.05,0.16,,,25-אוק-11,2011
Full Spectrum Warrior,PS2,THQ,Strategy,0.3,0.15,0.11,,,21-מרץ-05,2005
Kagero: Deception II,PS,Tecmo,Strategy,0.29,0.03,0.02,0.22,,14-אוק-98,1998
SD Gundam G Century,PS,Bandai,Strategy,0.29,,,0.27,,20-מרץ-97,1997
Romance of the Three Kingdoms III: Dragon of Destiny,SNES,KOEI,Strategy,0.29,,,0.29,,01-ינו-93,1993
Lord of Darkness,SNES,KOEI,Strategy,0.28,,,0.28,,01-ינו-94,1994
