Title,Platforms,Publisher,Genre,Total_Sales,USA_Sales,EUR_Sales,Japan_Sales,Rating,Release_Date,Year
MotorStorm    Read the review,PS3,Sony Computer Entertainment,Racing,3.87,1.53,1.61,0.06,8.5,06  Mar 07,2007.0
Gran Turismo    Read the review,PSP,Sony Computer Entertainment,Racing,2.93,0.43,1.4,0.31,7.5,01  Oct 09,2009.0
Need for Speed: Hot Pursuit    Read the review,PS3,Electronic Arts,Racing,2.81,1.05,1.24,0.03,8.3,16  Nov 10,2010.0
Need for Speed: Shift    Read the review,PS3,Electronic Arts,Racing,2.65,0.69,1.4,0.04,8.6,15  Sep 09,2009.0
Need for Speed Rivals    Read the review,PS4,Electronic Arts,Racing,2.17,0.75,1.04,0.03,6.5,15  Nov 13,2013.0
Need for Speed: Undercover    Read the review,PS3,Electronic Arts,Racing,2.06,0.63,1.01,0.05,6.0,17  Nov 08,2008.0
Need for Speed: Shift    Read the review,X360,Electronic Arts,Racing,1.91,0.73,0.96,0.01,8.6,15  Sep 09,2009.0
Sonic & SEGA All-Stars Racing    Read the review,Wii,Sega,Racing,1.45,0.61,0.69,0.0,8.0,23rd Feb 10,2010.0
Need for Speed: The Run    Read the review,X360,Electronic Arts,Racing,1.37,0.63,0.57,0.0,6.8,15  Nov 11,2011.0
DiRT    Read the review,PS3,Codemasters,Racing,1.05,0.16,0.66,0.0,8.0,11  Sep 07,2007.0
DiRT 2    Read the review,PS3,Codemasters,Racing,0.99,0.27,0.53,0.0,8.5,08  Sep 09,2009.0
Driver: San Francisco    Read the review,PS3,Ubisoft,Racing,0.95,0.24,0.53,0.01,8.0,06  Sep 11,2011.0
GRID    Read the review,X360,Codemasters,Racing,0.87,0.33,0.44,0.01,9.3,03rd Jun 08,2008.0
Blur    Read the review,PS3,Activision,Racing,0.72,0.22,0.37,0.02,7.6,25  May 10,2010.0
Split/Second    Read the review,X360,Disney Interactive Studios,Racing,0.6,0.32,0.23,0.0,7.6,18  May 10,2010.0
Sonic & Sega All-Stars Racing Transformed     Read the review,WiiU,Sega,Racing,0.53,0.19,0.28,0.02,7.5,18  Nov 12,2012.0
Ridge Racer 3D    Read the review,3DS,Namco Bandai,Racing,0.5,0.19,0.16,0.12,7.6,22nd Mar 11,2011.0
Asphalt 3D    Read the review,3DS,Ubisoft,Racing,0.49,0.27,0.16,0.02,5.1,22nd Mar 11,2011.0
MotorStorm: Apocalypse    Read the review,PS3,Sony Computer Entertainment,Racing,0.49,0.21,0.2,0.0,6.8,03rd May 11,2011.0
F1 2012    Read the review,X360,Codemasters,Racing,0.49,0.1,0.34,0.0,8.0,18  Sep 12,2012.0
Wipeout 2048    Read the review,PSV,Sony Computer Entertainment,Racing,0.38,0.13,0.19,0.0,8.1,15  Feb 12,2012.0
Twisted Metal    Read the review,PS3,Sony Computer Entertainment,Racing,0.34,0.32,0.0,0.0,7.5,14  Feb 12,2012.0
NASCAR 2011: The Game    Read the review,X360,Activision,Racing,0.31,0.29,0.0,0.0,6.2,29  Mar 11,2011.0
Asphalt: Injection    Read the review,PSV,Ubisoft,Racing,0.26,0.14,0.07,0.0,5.4,14  Feb 12,2012.0
DiRT Showdown    Read the review,X360,Codemasters,Racing,0.23,0.08,0.13,0.0,7.2,12  Jun 12,2012.0
NASCAR 2011: The Game    Read the review,Wii,Activision,Racing,0.22,0.21,0.0,0.0,4.1,24  May 11,2011.0
MotoGP 09/10    Read the review,PS3,Capcom,Racing,0.22,0.05,0.13,0.0,7.2,23rd Mar 10,2010.0
Ridge Racer    Read the review,PSV,Namco Bandai Games,Racing,0.18,0.03,0.08,0.05,4.0,13  Mar 12,2012.0
Ridge Racer Unbounded    Read the review,PS3,Namco Bandai Games,Racing,0.17,0.05,0.09,0.0,7.9,27  Mar 12,2012.0
MotoGP 09/10    Read the review,X360,Capcom,Racing,0.17,0.07,0.09,0.0,7.2,23rd Mar 10,2010.0
Yu-Gi-Oh! 5D's Wheelie Breakers    Read the review,Wii,Konami,Racing,0.1,0.09,0.01,0.0,6.7,19  May 09,2009.0
MotorStorm RC    Read the review,PSV,Sony Computer Entertainment,Racing,0.07,0.0,0.05,0.0,8.2,06  Mar 12,2012.0
Burnout Paradise: The Ultimate Box    Read the review,X360,Electronic Arts,Racing,0.03,0.0,0.03,0.0,8.6,06  Feb 09,2009.0
Pok̩mon Black 2 and White 2    Read the review,DS,Nintendo,Role-Playing,8.16,2.79,1.79,3.16,8.9,07  Oct 12,2012.0
Dragon Quest IX: Sentinels of the Starry Skies    Read the review,DS,Nintendo,Role-Playing,5.79,0.63,0.67,4.35,7.7,11  Jul 10,2010.0
Diablo III    Read the review,PC,Blizzard Entertainment,Role-Playing,5.26,2.5,2.23,0.0,8.4,15  May 12,2012.0
Fable III    Read the review,X360,Microsoft Game Studios,Role-Playing,5.1,3.59,1.09,0.05,9.0,26  Oct 10,2010.0
Fallout: New Vegas    Read the review,X360,Bethesda Softworks,Role-Playing,4.08,2.67,1.03,0.04,7.7,19  Oct 10,2010.0
The Elder Scrolls V: Skyrim    Read the review,PC,Bethesda Softworks,Role-Playing,3.99,1.18,2.25,0.0,9.7,11  Nov 11,2011.0
Crisis Core: Final Fantasy VII    Read the review,PSP,Square Enix,Role-Playing,3.19,1.35,0.6,0.8,8.5,25  Mar 08,2008.0
Mass Effect 2     Read the review,X360,Electronic Arts,Role-Playing,3.1,1.99,0.81,0.03,9.5,26  Jan 10,2010.0
Guild Wars 2    Read the review,PC,NCSoft,Role-Playing,2.37,1.01,1.11,0.0,9.5,28  Aug 12,2012.0
Final Fantasy XIII    Read the review,X360,Square Enix,Role-Playing,2.19,1.3,0.67,0.01,9.0,09  Mar 10,2010.0
Kingdom Hearts 358/2 Days    Read the review,DS,Square Enix,Role-Playing,1.99,1.06,0.26,0.53,8.5,29  Sep 09,2009.0
Dragon Age: Origins    Read the review,PS3,Electronic Arts,Role-Playing,1.67,0.96,0.42,0.08,8.5,03rd Nov 09,2009.0
Dragon Quest V: Hand of the Heavenly Bride    Read the review,DS,Square Enix,Role-Playing,1.57,0.17,0.02,1.36,8.4,17  Feb 09,2009.0
Final Fantasy XII: Revenant Wings    Read the review,DS,Square Enix,Role-Playing,1.37,0.33,0.41,0.54,8.6,20  Nov 07,2007.0
Fallout 76    Read the review,PS4,Bethesda Softworks,Role-Playing,1.32,0.52,0.49,0.1,4.0,14  Nov 18,2018.0
Final Fantasy X / X-2 HD Remaster    Read the review,PS3,Square Enix,Role-Playing,1.3,0.43,0.39,0.32,8.8,18  Mar 14,2014.0
Dark Souls II    Read the review,PS3,Namco Bandai Games,Role-Playing,1.29,0.38,0.35,0.41,8.7,07  Apr 15,2015.0
Valkyria Chronicles    Read the review,PS3,Sega,Role-Playing,1.27,0.71,0.19,0.24,9.4,04  Nov 08,2008.0
Tales of Xillia    Read the review,PS3,Namco Bandai Games,Role-Playing,1.25,0.29,0.2,0.67,8.2,06  Aug 13,2013.0
Kingdom Hearts HD II.5 ReMIX    Read the review,PS3,Square Enix,Role-Playing,1.25,0.52,0.36,0.19,7.9,02nd Dec 14,2014.0
Pok̩mon Black 2 and White 2    Read the review,DS,Nintendo,Role-Playing,8.16,2.79,1.79,3.16,8.9,07  Oct 12,2012.0
Dragon Quest IX: Sentinels of the Starry Skies    Read the review,DS,Nintendo,Role-Playing,5.79,0.63,0.67,4.35,7.7,11  Jul 10,2010.0
Diablo III    Read the review,PC,Blizzard Entertainment,Role-Playing,5.26,2.5,2.23,0.0,8.4,15  May 12,2012.0
Fable III    Read the review,X360,Microsoft Game Studios,Role-Playing,5.1,3.59,1.09,0.05,9.0,26  Oct 10,2010.0
Fallout: New Vegas    Read the review,X360,Bethesda Softworks,Role-Playing,4.08,2.67,1.03,0.04,7.7,19  Oct 10,2010.0
The Elder Scrolls V: Skyrim    Read the review,PC,Bethesda Softworks,Role-Playing,3.99,1.18,2.25,0.0,9.7,11  Nov 11,2011.0
Crisis Core: Final Fantasy VII    Read the review,PSP,Square Enix,Role-Playing,3.19,1.35,0.6,0.8,8.5,25  Mar 08,2008.0
Mass Effect 2     Read the review,X360,Electronic Arts,Role-Playing,3.1,1.99,0.81,0.03,9.5,26  Jan 10,2010.0
Guild Wars 2    Read the review,PC,NCSoft,Role-Playing,2.37,1.01,1.11,0.0,9.5,28  Aug 12,2012.0
Final Fantasy XIII    Read the review,X360,Square Enix,Role-Playing,2.19,1.3,0.67,0.01,9.0,09  Mar 10,2010.0
Kingdom Hearts 358/2 Days    Read the review,DS,Square Enix,Role-Playing,1.99,1.06,0.26,0.53,8.5,29  Sep 09,2009.0
Dragon Age: Origins    Read the review,PS3,Electronic Arts,Role-Playing,1.67,0.96,0.42,0.08,8.5,03rd Nov 09,2009.0
Dragon Quest V: Hand of the Heavenly Bride    Read the review,DS,Square Enix,Role-Playing,1.57,0.17,0.02,1.36,8.4,17  Feb 09,2009.0
Final Fantasy XII: Revenant Wings    Read the review,DS,Square Enix,Role-Playing,1.37,0.33,0.41,0.54,8.6,20  Nov 07,2007.0
Fallout 76    Read the review,PS4,Bethesda Softworks,Role-Playing,1.32,0.52,0.49,0.1,4.0,14  Nov 18,2018.0
Final Fantasy X / X-2 HD Remaster    Read the review,PS3,Square Enix,Role-Playing,1.3,0.43,0.39,0.32,8.8,18  Mar 14,2014.0
Dark Souls II    Read the review,PS3,Namco Bandai Games,Role-Playing,1.29,0.38,0.35,0.41,8.7,07  Apr 15,2015.0
Valkyria Chronicles    Read the review,PS3,Sega,Role-Playing,1.27,0.71,0.19,0.24,9.4,04  Nov 08,2008.0
Tales of Xillia    Read the review,PS3,Namco Bandai Games,Role-Playing,1.25,0.29,0.2,0.67,8.2,06  Aug 13,2013.0
Kingdom Hearts HD II.5 ReMIX    Read the review,PS3,Square Enix,Role-Playing,1.25,0.52,0.36,0.19,7.9,02nd Dec 14,2014.0
Octopath Traveler    Read the review,NS,Nintendo,Role-Playing,1.02,0.49,0.23,0.23,9.0,13  Jul 18,2018.0
Fallout 3    Read the review,PC,Bethesda Softworks,Role-Playing,0.98,0.02,0.88,0.0,8.3,28  Oct 08,2008.0
Xenoblade Chronicles    Read the review,Wii,Nintendo,Role-Playing,0.92,0.43,0.25,0.16,9.0,06  Apr 12,2012.0
Kingdoms of Amalur: Reckoning    Read the review,PS3,Electronic Arts,Role-Playing,0.85,0.37,0.29,0.09,7.5,07  Feb 12,2012.0
Shin Megami Tensei: Persona 4    Read the review,PS2,Atlus,Role-Playing,0.82,0.34,0.04,0.36,9.3,08  Dec 08,2008.0
Too Human    Read the review,X360,Microsoft Game Studios,Role-Playing,0.78,0.38,0.3,0.03,6.6,19  Aug 08,2008.0
Resonance of Fate    Read the review,PS3,Sega,Role-Playing,0.74,0.2,0.22,0.24,8.0,16  Mar 10,2010.0
Star Ocean: The Last Hope International    Read the review,PS3,Square Enix,Role-Playing,0.73,0.28,0.15,0.22,8.2,09  Feb 10,2010.0
Mass Effect    Read the review,PC,Electronic Arts,Role-Playing,0.67,0.0,0.59,0.0,8.7,28  May 08,2008.0
Dragon Age II    Read the review,PC,Electronic Arts,Role-Playing,0.63,0.23,0.33,0.0,7.4,08  Mar 11,2011.0
Shin Megami Tensei IV    Read the review,3DS,Atlus,Role-Playing,0.59,0.28,0.0,0.27,8.6,16  Jul 13,2013.0
Final Fantasy: The 4 Heroes of Light    Read the review,DS,Square Enix,Role-Playing,0.58,0.22,0.1,0.23,8.0,05  Oct 10,2010.0
3D Dot Game Heroes    Read the review,PS3,Atlus,Role-Playing,0.57,0.36,0.12,0.03,8.2,11  May 10,2010.0
Valkyria Chronicles II    Read the review,PSP,Sega,Role-Playing,0.54,0.12,0.16,0.18,9.3,31  Aug 10,2010.0
Rune Factory: A Fantasy Harvest Moon    Read the review,DS,Natsume,Role-Playing,0.53,0.35,0.01,0.14,8.0,14  Aug 07,2007.0
Tales of Symphonia: Dawn of the New World    Read the review,Wii,Namco Bandai,Role-Playing,0.52,0.21,0.05,0.24,7.2,11  Nov 08,2008.0
Dragon Age: Origins    Read the review,PC,Electronic Arts,Role-Playing,0.5,0.0,0.46,0.0,9.2,03rd Nov 09,2009.0
Dragon's Crown    Read the review,PS3,Atlus,Role-Playing,0.5,0.27,0.04,0.17,6.9,06  Aug 13,2013.0
Dark Souls: Remastered    Read the review,PS4,Bandai Namco Entertainment,Role-Playing,0.49,0.13,0.16,0.14,5.0,25  May 18,2018.0
Hyperdimension Neptunia    Read the review,PS3,NIS America,Role-Playing,0.44,0.22,0.1,0.07,6.4,15  Feb 11,2011.0
Atelier Totori: The Adventurer of Arland    Read the review,PS3,NIS America,Role-Playing,0.43,0.12,0.07,0.21,7.6,27  Sep 11,2011.0
Project X Zone    Read the review,3DS,Namco Bandai Games,Role-Playing,0.4,0.18,0.04,0.15,5.5,25  Jun 13,2013.0
Rune Factory: Frontier    Read the review,Wii,Xseed Games,Role-Playing,0.37,0.16,0.13,0.04,8.6,17  Mar 09,2009.0
Lord of Arcana    Read the review,PSP,Square Enix,Role-Playing,0.34,0.08,0.05,0.17,6.6,25  Jan 11,2011.0
Shin Megami Tensei: Devil Summoner: Soul Hackers    Read the review,3DS,Atlus,Role-Playing,0.33,0.14,0.03,0.14,8.4,16  Apr 13,2013.0
Resonance of Fate    Read the review,X360,Sega,Role-Playing,0.33,0.12,0.13,0.06,8.0,16  Mar 10,2010.0
The Witcher: Enhanced Edition    Read the review,PC,Atari,Role-Playing,0.33,0.32,0.01,0.0,9.1,16  Sep 08,2008.0
Sword Art Online: Fatal Bullet    Read the review,PS4,Namco Bandai Games,Role-Playing,0.29,0.11,0.03,0.13,6.0,23rd Feb 18,2018.0
Glory of Heracles    Read the review,DS,Nintendo,Role-Playing,0.29,0.19,0.0,0.08,6.4,18  Jan 10,2010.0
Disgaea 3: Absence of Detention    Read the review,PSV,NIS America,Role-Playing,0.29,0.11,0.06,0.07,8.5,17  Apr 12,2012.0
"What Did I Do to Deserve This, My Lord!? 2      Read the review",PSP,NIS America,Role-Playing,0.26,0.06,0.0,0.18,8.2,04  May 10,2010.0
Final Fantasy Crystal Chronicles: Echoes of Time    Read the review,Wii,Square Enix,Role-Playing,0.25,0.13,0.06,0.05,6.2,24  Mar 09,2009.0
Disgaea 2: Dark Hero Days    Read the review,PSP,NIS America,Role-Playing,0.25,0.1,0.01,0.12,8.8,08  Sep 09,2009.0
Freshly-Picked: Tingle's Rosy Rupeeland    Read the review,DS,Nintendo,Role-Playing,0.25,0.0,0.01,0.24,7.7,14  Sep 07,2007.0
Valkyria Chronicles 4    Read the review,PS4,Sega,Role-Playing,0.25,0.1,0.03,0.08,9.0,25  Sep 18,2018.0
Ar tonelico Qoga: Knell of Ar Ciel    Read the review,PS3,NIS America,Role-Playing,0.24,0.08,0.01,0.13,7.5,15  Mar 11,2011.0
Cross Edge     Read the review,PS3,NIS America,Role-Playing,0.23,0.14,0.02,0.05,3.8,26  May 09,2009.0
South Park: The Stick of Truth    Read the review,PC,Ubisoft,Role-Playing,0.19,0.07,0.1,0.0,8.0,04  Mar 14,2014.0
Arc Rise Fantasia    Read the review,Wii,Ignition Entertainment,Role-Playing,0.19,0.12,0.0,0.06,6.0,20  Jul 10,2010.0
Nostalgia    Read the review,DS,Ignition Entertainment,Role-Playing,0.19,0.16,0.0,0.02,8.2,27  Oct 09,2009.0
Half-Minute Hero    Read the review,PSP,Xseed Games,Role-Playing,0.19,0.08,0.02,0.07,8.5,13  Oct 09,2009.0
Ar tonelico 2: Melody of Metafalica    Read the review,PS2,NIS America,Role-Playing,0.18,0.04,0.03,0.11,7.3,20  Jan 09,2009.0
Trinity Universe    Read the review,PS3,NIS America,Role-Playing,0.18,0.07,0.06,0.03,6.0,29  Jun 10,2010.0
Time and Eternity    Read the review,PS3,NIS America,Role-Playing,0.17,0.06,0.03,0.06,6.7,16  Jul 13,2013.0
Dungeon Siege III    Read the review,PC,Square Enix,Role-Playing,0.17,0.08,0.08,0.0,8.3,21  Jun 11,2011.0
Ar nosurge: Ode to an Unborn Star    Read the review,PS3,Tecmo Koei,Role-Playing,0.17,0.05,0.04,0.06,6.2,23rd Sep 14,2014.0
Z.H.P. Unlosing Ranger vs Darkdeath Evilman    Read the review,PSP,NIS America,Role-Playing,0.15,0.08,0.0,0.06,8.0,26  Oct 10,2010.0
Record of Agarest War 2    Read the review,PS3,Aksys Games,Role-Playing,0.15,0.09,0.0,0.04,5.0,26  Jun 12,2012.0
Gungnir    Read the review,PSP,Atlus,Role-Playing,0.14,0.08,0.0,0.04,5.3,12  Jun 12,2012.0
Hexyz Force    Read the review,PSP,Atlus,Role-Playing,0.14,0.07,0.0,0.06,5.5,25  May 10,2010.0
Phantom Brave: We Meet Again    Read the review,Wii,NIS America,Role-Playing,0.13,0.12,0.0,0.01,7.8,11  Aug 09,2009.0
Shin Megami Tensei: Devil Survivor 2 Record Breaker    Read the review,3DS,Atlus,Role-Playing,0.13,0.0,0.02,0.1,8.9,05  May 15,2015.0
Lunar: Dragon Song    Read the review,DS,Ubisoft,Role-Playing,0.12,0.11,0.0,0.0,6.1,27  Sep 05,2005.0
"Sakura Wars: So Long, My Love    Read the review",Wii,NIS America,Role-Playing,0.11,0.05,0.04,0.0,7.5,30  Mar 10,2010.0
Tokyo Xanadu eX+    Read the review,PS4,Aksys Games,Role-Playing,0.1,0.05,0.0,0.05,7.0,08  Dec 17,2017.0
Blue Dragon: Awakened Shadow    Read the review,DS,D3 Publisher,Role-Playing,0.1,0.06,0.0,0.03,7.5,18  May 10,2010.0
Last Rebellion    Read the review,PS3,NIS America,Role-Playing,0.09,0.06,0.01,0.01,4.2,23rd Feb 10,2010.0
Shining Resonance Refrain    Read the review,NS,Sega,Role-Playing,0.09,0.05,0.01,0.01,6.0,10  Jul 18,2018.0
Risen 3: Titan Lords    Read the review,X360,Deep Silver,Role-Playing,0.06,0.02,0.04,0.0,6.8,12  Aug 14,2014.0
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings    Read the review,PS4,Tecmo Koei,Role-Playing,0.06,0.03,0.0,0.03,6.0,27  Mar 18,2018.0
Black Sigil: Blade of the Exiled    Read the review,DS,Graffiti,Role-Playing,0.05,0.05,0.0,0.0,6.2,09  Jun 09,2009.0
Legasista    Read the review,PS3,NIS America,Role-Playing,0.04,0.0,0.0,0.04,8.0,21  Aug 12,2012.0
Classic Dungeon: Fuyoku no Masoujin    Read the review,PSP,Nippon Ichi Software,Role-Playing,0.03,0.0,0.0,0.03,8.1,18  Feb 10,2010.0
Kingdom Come: Deliverance    Read the review,PC,Warhorse Studios,Role-Playing,0.03,0.0,0.03,0.0,7.0,13  Feb 18,2018.0
The Lost Child    Read the review,NS,NIS America,Role-Playing,0.03,0.02,0.0,0.0,5.0,19  Jun 18,2018.0
Magicka    Read the review,PC,Paradox Interactive,Role-Playing,0.03,0.0,0.02,0.0,7.7,25  Jan 11,2011.0
Mary Skelter: Nightmares 2    Read the review,PS4,Compile Heart,Role-Playing,0.03,0.0,0.0,0.03,4.0,12  Jul 18,2018.0
Hyperdimension Neptunia mk2    Read the review,PS3,NIS America,Role-Playing,0.01,0.0,0.01,0.0,6.0,28  Feb 12,2012.0
Call of Duty: Black Ops II    Read the review,X360,Activision,Shooter,13.86,8.27,4.32,0.07,8.9,13  Nov 12,2012.0
Call of Duty: Modern Warfare 2    Read the review,X360,Activision,Shooter,13.53,8.54,3.63,0.08,9.0,10  Nov 09,2009.0
Call of Duty: Modern Warfare 3    Read the review,PS3,Activision,Shooter,13.35,5.54,5.78,0.49,8.6,08  Nov 11,2011.0
Halo 3    Read the review,X360,Microsoft Game Studios,Shooter,12.13,7.97,2.81,0.13,8.8,25  Sep 07,2007.0
Halo: Reach    Read the review,X360,Microsoft Game Studios,Shooter,9.97,7.08,2.01,0.08,9.6,14  Sep 10,2010.0
Gears of War 2    Read the review,X360,Microsoft Game Studios,Shooter,6.75,4.15,1.91,0.06,9.0,07  Nov 08,2008.0
Gears of War    Read the review,X360,Microsoft Game Studios,Shooter,6.09,3.54,1.88,0.07,8.8,07  Nov 06,2006.0
Call of Duty: World at War    Read the review,PS3,Activision,Shooter,5.43,2.75,1.84,0.0,8.8,10  Nov 08,2008.0
Link's Crossbow Training    Read the review,Wii,Nintendo,Shooter,4.98,3.05,1.17,0.29,6.9,19  Nov 07,2007.0
Resistance: Fall of Man    Read the review,PS3,Sony Computer Entertainment,Shooter,4.37,1.74,1.72,0.14,8.5,14  Nov 06,2006.0
Battlefield 4    Read the review,PS3,Electronic Arts,Shooter,3.64,1.31,1.5,0.27,8.0,29  Oct 13,2013.0
Halo: The Master Chief Collection    Read the review,XOne,Microsoft Studios,Shooter,3.44,2.06,1.04,0.03,7.5,11  Nov 14,2014.0
Killzone 2    Read the review,PS3,Sony Computer Entertainment,Shooter,3.02,1.4,1.07,0.08,9.1,27  Feb 09,2009.0
Far Cry 3    Read the review,X360,Ubisoft,Shooter,2.98,1.38,1.33,0.02,9.3,04  Dec 12,2012.0
BioShock    Read the review,X360,2K Games,Shooter,2.83,1.65,0.85,0.05,9.3,21  Aug 07,2007.0
Medal of Honor    Read the review,X360,Electronic Arts,Shooter,2.64,1.58,0.8,0.04,7.2,12  Oct 10,2010.0
Resistance 2    Read the review,PS3,Sony Computer Entertainment,Shooter,2.47,1.15,0.84,0.1,8.7,04  Nov 08,2008.0
Halo: Combat Evolved Anniversary    Read the review,X360,Microsoft Studios,Shooter,2.41,1.44,0.71,0.04,8.4,15  Nov 11,2011.0
BioShock 2    Read the review,X360,2K Games,Shooter,2.2,1.45,0.54,0.02,9.1,09  Feb 10,2010.0
Dead Space    Read the review,PS3,Electronic Arts,Shooter,2.0,1.05,0.66,0.0,8.4,13  Oct 08,2008.0
BioShock 2    Read the review,PS3,2K Games,Shooter,1.55,0.85,0.46,0.02,9.1,09  Feb 10,2010.0
Resident Evil: The Umbrella Chronicles    Read the review,Wii,Capcom,Shooter,1.52,0.67,0.43,0.29,7.0,13  Nov 07,2007.0
Call of Duty: Modern Warfare: Reflex Edition    Read the review,Wii,Activision,Shooter,1.51,0.94,0.43,0.0,8.5,10  Nov 09,2009.0
Homefront    Read the review,X360,THQ,Shooter,1.46,0.83,0.48,0.02,7.0,15  Mar 11,2011.0
Call of Duty: Black Ops II    Read the review,X360,Activision,Shooter,13.86,8.27,4.32,0.07,8.9,13  Nov 12,2012.0
Call of Duty: Modern Warfare 2    Read the review,X360,Activision,Shooter,13.53,8.54,3.63,0.08,9.0,10  Nov 09,2009.0
Call of Duty: Modern Warfare 3    Read the review,PS3,Activision,Shooter,13.35,5.54,5.78,0.49,8.6,08  Nov 11,2011.0
Halo 3    Read the review,X360,Microsoft Game Studios,Shooter,12.13,7.97,2.81,0.13,8.8,25  Sep 07,2007.0
Halo: Reach    Read the review,X360,Microsoft Game Studios,Shooter,9.97,7.08,2.01,0.08,9.6,14  Sep 10,2010.0
Gears of War 2    Read the review,X360,Microsoft Game Studios,Shooter,6.75,4.15,1.91,0.06,9.0,07  Nov 08,2008.0
Gears of War    Read the review,X360,Microsoft Game Studios,Shooter,6.09,3.54,1.88,0.07,8.8,07  Nov 06,2006.0
Call of Duty: World at War    Read the review,PS3,Activision,Shooter,5.43,2.75,1.84,0.0,8.8,10  Nov 08,2008.0
Link's Crossbow Training    Read the review,Wii,Nintendo,Shooter,4.98,3.05,1.17,0.29,6.9,19  Nov 07,2007.0
Resistance: Fall of Man    Read the review,PS3,Sony Computer Entertainment,Shooter,4.37,1.74,1.72,0.14,8.5,14  Nov 06,2006.0
Battlefield 4    Read the review,PS3,Electronic Arts,Shooter,3.64,1.31,1.5,0.27,8.0,29  Oct 13,2013.0
Halo: The Master Chief Collection    Read the review,XOne,Microsoft Studios,Shooter,3.44,2.06,1.04,0.03,7.5,11  Nov 14,2014.0
Killzone 2    Read the review,PS3,Sony Computer Entertainment,Shooter,3.02,1.4,1.07,0.08,9.1,27  Feb 09,2009.0
Far Cry 3    Read the review,X360,Ubisoft,Shooter,2.98,1.38,1.33,0.02,9.3,04  Dec 12,2012.0
BioShock    Read the review,X360,2K Games,Shooter,2.83,1.65,0.85,0.05,9.3,21  Aug 07,2007.0
Medal of Honor    Read the review,X360,Electronic Arts,Shooter,2.64,1.58,0.8,0.04,7.2,12  Oct 10,2010.0
Resistance 2    Read the review,PS3,Sony Computer Entertainment,Shooter,2.47,1.15,0.84,0.1,8.7,04  Nov 08,2008.0
Halo: Combat Evolved Anniversary    Read the review,X360,Microsoft Studios,Shooter,2.41,1.44,0.71,0.04,8.4,15  Nov 11,2011.0
BioShock 2    Read the review,X360,2K Games,Shooter,2.2,1.45,0.54,0.02,9.1,09  Feb 10,2010.0
Dead Space    Read the review,PS3,Electronic Arts,Shooter,2.0,1.05,0.66,0.0,8.4,13  Oct 08,2008.0
BioShock 2    Read the review,PS3,2K Games,Shooter,1.55,0.85,0.46,0.02,9.1,09  Feb 10,2010.0
Resident Evil: The Umbrella Chronicles    Read the review,Wii,Capcom,Shooter,1.52,0.67,0.43,0.29,7.0,13  Nov 07,2007.0
Call of Duty: Modern Warfare: Reflex Edition    Read the review,Wii,Activision,Shooter,1.51,0.94,0.43,0.0,8.5,10  Nov 09,2009.0
Homefront    Read the review,X360,THQ,Shooter,1.46,0.83,0.48,0.02,7.0,15  Mar 11,2011.0
BioShock    Read the review,PS3,2K Games,Shooter,1.44,0.75,0.48,0.01,9.3,21  Oct 08,2008.0
Deus Ex: Human Revolution    Read the review,X360,Square Enix,Shooter,1.38,0.77,0.47,0.02,9.1,23rd Aug 11,2011.0
Crysis 2    Read the review,X360,Electronic Arts,Shooter,1.37,0.73,0.5,0.02,9.4,22nd Mar 11,2011.0
MAG: Massive Action Game    Read the review,PS3,Sony Computer Entertainment,Shooter,1.32,0.77,0.3,0.09,8.1,26  Jan 10,2010.0
Evolve    Read the review,PS4,2K Games,Shooter,1.01,0.38,0.41,0.05,9.0,10  Feb 15,2015.0
Killzone: Liberation    Read the review,PSP,Sony Computer Entertainment,Shooter,0.9,0.44,0.28,0.0,8.1,31  Oct 06,2006.0
The House of the Dead: Overkill    Read the review,Wii,Sega,Shooter,0.85,0.44,0.3,0.02,8.2,10  Feb 09,2009.0
Call of Duty: Modern Warfare 3    Read the review,Wii,Activision,Shooter,0.83,0.55,0.2,0.0,8.5,08  Nov 11,2011.0
Duke Nukem Forever    Read the review,PS3,2K Games,Shooter,0.76,0.33,0.31,0.0,3.7,14  Jun 11,2011.0
Lost Planet 2    Read the review,X360,Capcom,Shooter,0.76,0.38,0.24,0.08,7.5,11  May 10,2010.0
Far Cry 4    Read the review,PC,Ubisoft,Shooter,0.65,0.19,0.41,0.0,7.9,18  Nov 14,2014.0
Aliens: Colonial Marines    Read the review,PS3,Sega,Shooter,0.64,0.2,0.33,0.0,3.8,12  Feb 13,2013.0
Metroid Prime: Trilogy    Read the review,Wii,Nintendo,Shooter,0.61,0.42,0.05,0.0,9.3,24  Aug 09,2009.0
Dead Space    Read the review,PC,Electronic Arts,Shooter,0.59,0.0,0.54,0.0,8.4,20  Oct 08,2008.0
Titanfall    Read the review,PC,Electronic Arts,Shooter,0.59,0.24,0.31,0.0,8.8,11  Mar 14,2014.0
Wet    Read the review,X360,Bethesda Softworks,Shooter,0.5,0.23,0.21,0.01,6.7,15  Sep 09,2009.0
Resident Evil: The Mercenaries 3D    Read the review,3DS,Capcom,Shooter,0.49,0.16,0.17,0.13,6.3,28  Jun 11,2011.0
Unreal Tournament III    Read the review,X360,Midway Games,Shooter,0.47,0.25,0.17,0.01,8.3,07  Jul 08,2008.0
Dead Space Extraction    Read the review,Wii,Electronic Arts,Shooter,0.47,0.32,0.1,0.01,8.7,28  Sep 09,2009.0
